"","iso","name","lat","long","family","macroarea","country","tones","happyPlanetIndex","dailyCalories","freedomPress","rainfall","percentForest","inventory","distanceFromCapeTown"
"708","gvo","Gavião",-10.66666667,-62,"Tupian","South America","BRA",0,34.3,3263,312,1761,59.04878358,29,8472.938409
"709","gay","Gayo",4.5,97.5,"Austronesian","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,27,9289.180095
"714","gya","Gbaya Kara",6,15,"Niger-Congo","Africa","CMR",4,16.7,2671,4092,1604,39.80453132,53,4455.489089
"715","deu","German (Berlin)",52.5,13.33333333,"Indo-European","Eurasia","DEU",0,29.8,3499,1439,700,32.73242198,80,9625.790667
"716","ell","Greek (Cypriot)",34.75,33,"Indo-European","Eurasia","CYP",0,30.7,2649,1985,498,18.69047619,52,7788.193458
"717","gbj","Gutob",19,83.66666667,"Austro-Asiatic","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,40,9071.413513
"719","god","Godié",5.416666667,-5.833333333,"Niger-Congo","Africa","CIV",3,14.4,2799,3008,1348,32.70754717,42,5065.11662
"720","gdb","Gadaba (Kondekor)",18.75,83.5,"Dravidian","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,34,9040.032362
"722","gid","Gidar",10,14,"Afro-Asiatic","Africa","CMR",2,16.7,2671,4092,1604,39.80453132,38,4908.126596
"725","kat","Georgian",42,44,"Kartvelian","Eurasia","GEO",0,31.1,2905,2734,1026,40.61591596,69,8839.343012
"726","deu","German",52,10,"Indo-European","Eurasia","DEU",0,29.8,3499,1439,700,32.73242198,80,9592.661025
"730","deu","German (Hannover)",52.41666667,9.666666667,"Indo-European","Eurasia","DEU",0,29.8,3499,1439,700,32.73242198,80,9641.469341
"731","guh","Guahibo",5,-69,"Guahiban","South America","COL",0,40.7,2804,4103,3240,52.72802163,64,10083.90892
"734","bdy","Gidabal",-28.41666667,152.4166667,"Pama-Nyungan","Australia","AUS",0,21.2,3276,1546,534,16.23875662,16,11563.77225
"736","bcq","Gimira",7,35.75,"Afro-Asiatic","Africa","ETH",11,26.7,2131,5017,848,12.499,96,4904.60933
"739","gis","Giziga",10.33333333,14.16666667,"Afro-Asiatic","Africa","CMR",5,16.7,2671,4092,1604,39.80453132,37,4943.411643
"741","gub","Guajajara",-5,-46,"Tupian","South America","BRA",0,34.3,3263,312,1761,59.04878358,43,7349.810367
"744","glg","Galician",43,-8,"Indo-European","Eurasia","ESP",0,36,3174,2051,636,36.81850894,28,8968.383439
"748","deu","German (Mansfeldisch)",51.58333333,11.5,"Indo-European","Eurasia","DEU",0,29.8,3499,1439,700,32.73242198,80,9535.142391
"749","gum","Guambiano",2.5,-76.66666667,"Barbacoan","South America","COL",0,40.7,2804,4103,3240,52.72802163,49,10635.60035
"753","guk","Gumuz",12.5,35.83333333,"Gumuz","Africa","ETH",0,26.7,2131,5017,848,12.499,44,5482.858647
"758","gvc","Guanano",0.833333333,-69.5,"Tucanoan","South America","BRA",2,34.3,3263,312,1761,59.04878358,52,9870.852178
"760","guc","Goajiro",12,-72,"Arawakan","South America","COL",0,40.7,2804,4103,3240,52.72802163,92,10790.40548
"764","gju","Gojri",32.75,76.25,"Indo-European","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,104,9566.235175
"776","var","Guarijío",27.75,-108.6666667,"Uto-Aztecan","North America","MEX",0,40.7,3072,4891,758,33.97206718,26,14976.64377
"777","ell","Greek (Modern)",39,22,"Indo-European","Eurasia","GRC",0,23.6,3400,2919,652,31.45073701,52,8119.835976
"778","gux","Gurma",12.25,1,"Niger-Congo","Africa","BFA",3,17.9,2720,2333,748,19.55409357,33,5457.106614
"779","gur","Gurenne",10.83333333,-0.916666667,"Niger-Congo","Africa","GHA",2,21.4,3016,1841,1187,41.03454338,30,5382.147476
"780","goa","Guro",7,-6,"Mande","Africa","CIV",3,14.4,2799,3008,1348,32.70754717,57,5228.978461
"789","deu","German (Thuringian)",51,11,"Indo-European","Eurasia","DEU",0,29.8,3499,1439,700,32.73242198,80,9474.225525
"790","deu","German (Timisoara)",45.75,21.25,"Indo-European","Eurasia","ROU",0,28.8,3358,2365,637,29.82006259,80,8866.829317
"791","gta","Guató",-17,-58,"Guató","South America","BRA",0,34.3,3263,312,1761,59.04878358,25,7735.681513
"792","gug","Guaraní",-26,-56,"Tupian","South America","PRY",0,23.3,2589,3232,1130,38.56783287,102,7072.206673
"793","gde","Gude",10.41666667,13.41666667,"Afro-Asiatic","Africa","NGA",4,22.2,2700,3741,1150,7.678118515,72,4960.480584
"798","guj","Gujarati",23,72,"Indo-European","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,60,8496.00319
"801","yas","Gunu",4.583333333,11.25,"Niger-Congo","Africa","CMR",8,16.7,2671,4092,1604,39.80453132,61,4349.154121
"802","cbd","Guaque",1,-72.08333333,"Cariban","South America","COL",0,40.7,2804,4103,3240,52.72802163,21,10119.57197
"805","gux","Gurma (Togo)",10.75,0.666666667,"Niger-Congo","Africa","BFA",3,17.9,2720,2333,748,19.55409357,33,5312.105853
"809","gbr","Gwari",9.5,7,"Niger-Congo","Africa","NGA",0,22.2,2700,3741,1150,7.678118515,26,4978.686611
"812","guo","Guayabero",2.833333333,-72,"Guahiban","South America","COL",0,40.7,2804,4103,3240,52.72802163,22,10225.61803
"813","jya","Gyarong (Cogtse)",31.5,102,"Sino-Tibetan","Eurasia","CHN",0,25.7,3108,7829,645,22.18966958,57,11375.06441
"815","hts","Hadza",-3.75,35.16666667,"Hadza","Africa","TZA",0,22.1,2208,3065,1071,51.99819372,62,3777.780305
"816","hdn","Haida",53,-132,"Haida","North America","USA",0,20.7,3682,2373,715,33.89972254,99,16867.50673
"817","hak","Hakka",25,116,"Sino-Tibetan","Eurasia","CHN",4,25.7,3108,7829,645,22.18966958,53,12187.85088
"823","hau","Hausa",12,7,"Afro-Asiatic","Africa","NGA",3,22.2,2700,3741,1150,7.678118515,157,5249.396138
"825","haw","Hawaiian",19.58333333,-155.5,"Austronesian","Papunesia","USA",0,20.7,3682,2373,715,33.89972254,32,18316.78759
"827","heb","Hebrew (Modern Ashkenazic)",31.75,35.16666667,"Afro-Asiatic","Eurasia","ISR",0,28.8,3610,3026,435,7.624768946,30,7512.756158
"829","xed","Hdi",11.86666667,13.71666667,"Afro-Asiatic","Africa","NGA",0,22.2,2700,3741,1150,7.678118515,41,5117.736624
"830","heb","Hebrew (Modern)",31.5,34.83333333,"Afro-Asiatic","Eurasia","ISR",0,28.8,3610,3026,435,7.624768946,30,7477.782675
"834","her","Herero",-20.58333333,19,"Niger-Congo","Africa","NAM",2,21.6,2171,2024,285,8.404086045,26,1485.106367
"836","cbd","Hianacoto",0.833333333,-71,"Cariban","South America","COL",0,40.7,2804,4103,3240,52.72802163,21,10009.24985
"838","hil","Hiligaynon",10.25,123,"Austronesian","Papunesia","PHL",0,35,2570,4253,2348,26.96448335,25,11984.60714
"839","hin","Hindi",25,77,"Indo-European","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,213,9011.057808
"840","hix","Hixkaryana",-1,-59,"Cariban","South America","BRA",0,34.3,3263,312,1761,59.04878358,46,8789.921781
"842","hlb","Halbi",21,81,"Indo-European","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,42,9007.432849
"843","hur","Halkomelem (Island)",49.2,-123,"Salishan","North America","CAN",3,23.9,3494,1528,537,38.16667052,47,16441.74279
"846","hur","Halkomelem (Upriver)",49.25,-121.9166667,"Salishan","North America","CAN",3,23.9,3494,1528,537,38.16667052,47,16363.86187
"848","hub","Huambisa",-4,-78,"Jivaroan","South America","PER",0,34.6,2700,3027,1738,57.79140625,23,10352.94529
"850","hto","Huitoto (Minica)",-0.333333333,-74,"Huitotoan","South America","COL",0,40.7,2804,4103,3240,52.72802163,24,10213.66827
"851","cqd","Hmong Njua",28,105,"Hmong-Mien","Eurasia","CHN",0,25.7,3108,7829,645,22.18966958,56,11412.95779
"852","amf","Hamer",5,36.5,"Afro-Asiatic","Africa","ETH",0,26.7,2131,5017,848,12.499,35,4728.290658
"854","hna","Mina",10.33333333,13.83333333,"Afro-Asiatic","Africa","CMR",2,16.7,2671,4092,1604,39.80453132,50,4946.744866
"858","hdn","Haida (Northern)",54,-132.5,"Haida","North America","CAN",0,23.9,3494,1528,537,38.16667052,99,16837.4993
"859","hoc","Ho",22,86,"Austro-Asiatic","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,43,9472.167806
"861","nan","Hokkien",25,118,"Sino-Tibetan","Eurasia","CHN",0,25.7,3108,7829,645,22.18966958,25,12364.30317
"862","hoo","Holoholo",-5.166666667,29.91666667,"Niger-Congo","Africa","TZA",2,22.1,2208,3065,1071,51.99819372,26,3411.848442
"863","hop","Hopi",36,-110,"Uto-Aztecan","North America","USA",0,20.7,3682,2373,715,33.89972254,77,15369.72803
"864","jup","Hup",0.166666667,-69.25,"Nadahup","South America","BRA",0,34.3,3263,312,1761,59.04878358,63,9806.368462
"866","har","Harari",9.25,42.16666667,"Afro-Asiatic","Africa","ETH",0,26.7,2131,5017,848,12.499,34,5417.351355
"869","hus","Huastec",22.08333333,-99.33333333,"Mayan","North America","MEX",0,40.7,3072,4891,758,33.97206718,62,13859.81225
"870","hto","Huitoto",-1,-74,"Huitotoan","South America","COL",0,40.7,2804,4103,3240,52.72802163,24,10172.23826
"873","hch","Huichol",22,-104,"Uto-Aztecan","North America","MEX",0,40.7,3072,4891,758,33.97206718,25,14285.41826
"874","huu","Huitoto (Murui)",-1,-73.5,"Huitotoan","South America","BRA",0,34.3,3263,312,1761,59.04878358,20,10126.12028
"875","hun","Hungarian",47,20,"Uralic","Eurasia","HUN",0,26.4,3037,2911,589,22.85430244,105,9002.686885
"876","hup","Hupa",41.08333333,-123.6666667,"Na-Dene","North America","USA",0,20.7,3682,2373,715,33.89972254,77,16611.30211
"877","huv","Huave (San Mateo del Mar)",16.21666667,-95,"Huavean","North America","MEX",0,40.7,3072,4891,758,33.97206718,53,13147.70148
"880","hay","Haya",-2,31.5,"Niger-Congo","Africa","TZA",0,22.1,2208,3065,1071,51.99819372,29,3802.297071
"886","iba","Iban",2,112,"Austronesian","Papunesia","MYS",0,30.3,2916,4741,2875,67.55440572,25,10464.8424
"887","ibb","Ibibio",5.25,7.833333333,"Niger-Congo","Africa","NGA",2,22.2,2700,3741,1150,7.678118515,32,4497.581767
"889","isl","Icelandic",65,-17,"Indo-European","Eurasia","ISL",0,31.1,3380,141,1940,0.490773067,39,11424.70648
"892","idu","Idoma",6.916666667,7.5,"Niger-Congo","Africa","NGA",5,22.2,2700,3741,1150,7.678118515,75,4686.438919
"894","ita","Italian (Fiorentino)",43.75,11.25,"Indo-European","Eurasia","ITA",0,28.1,3579,2412,832,31.60739784,30,8670.401238
"896","inb","Inga",1,-77,"Quechuan","South America","COL",0,40.7,2804,4103,3240,52.72802163,22,10573.26383
"897","ibo","Igbo",6,7.333333333,"Niger-Congo","Africa","NGA",3,22.2,2700,3741,1150,7.678118515,160,4591.798326
"898","ige","Igede",7,8.166666667,"Niger-Congo","Africa","NGA",4,22.2,2700,3741,1150,7.678118515,38,4678.720932
"899","ign","Ignaciano",-15.16666667,-65.41666667,"Arawakan","South America","BOL",0,23.3,2256,3245,1146,50.55294009,69,8518.903275
"903","ijc","Ijo (Kolokuma)",4.916666667,5.666666667,"Ijoid","Africa","NGA",0,22.2,2700,3741,1150,7.678118515,37,4523.760945
"904","ikx","Ik",3.75,34.16666667,"Eastern Sudanic","Africa","UGA",0,19.4,2130,3677,1180,10.35806902,44,4504.582464
"905","arh","Ika",10.66666667,-73.75,"Chibchan","South America","COL",0,40.7,2804,4103,3240,52.72802163,53,10868.75309
"908","ilo","Ilocano",16,121,"Austronesian","Papunesia","PHL",0,35,2570,4253,2348,26.96448335,44,12137.12924
"911","ind","Indonesian",0,106,"Austronesian","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,31,9786.993559
"912","inh","Ingush",43.16666667,45.08333333,"Nakh-Daghestanian","Eurasia","RUS",0,18.7,3361,4996,460,49.76106545,48,8992.752763
"913","ind","Indonesian (Jakarta)",-6.166666667,106.75,"Austronesian","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,31,9474.397416
"917","esi","Iñupiaq",67,-161,"Eskimo-Aleut","North America","USA",0,20.7,3682,2373,715,33.89972254,27,16342.28278
"921","iqu","Iquito",-3.25,-74,"Zaparoan","South America","PER",0,34.6,2700,3027,1738,57.79140625,19,10032.3235
"922","gle","Irish (Donegal)",55,-8,"Indo-European","Eurasia","IRL",0,30,3600,1459,1118,10.94527508,137,10208.06466
"923","gle","Irish",53,-8,"Indo-European","Eurasia","IRL",0,30,3600,1459,1118,10.94527508,137,10001.33145
"924","gle","Irish (Munster)",52.5,-9,"Indo-European","Eurasia","IRL",0,30,3600,1459,1118,10.94527508,137,9975.088628
"925","irk","Iraqw",-4,35.5,"Afro-Asiatic","Africa","TZA",3,22.1,2208,3065,1071,51.99819372,93,3768.705438
"926","irh","Irarutu",-3,133.5,"Austronesian","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,19,12099.89438
"928","irn","Iranxe",-13,-58,"Iranxe","South America","BRA",0,34.3,3263,312,1761,59.04878358,82,7966.183392
"934","iso","Isoko",5.5,6.25,"Niger-Congo","Africa","NGA",0,22.2,2700,3741,1150,7.678118515,37,4568.479095
"936","ita","Italian",43,12,"Indo-European","Eurasia","ITA",0,28.1,3579,2412,832,31.60739784,30,8581.303321
"938","itl","Itelmen",57,157.5,"Chukotko-Kamchatkan","Eurasia","RUS",0,18.7,3361,4996,460,49.76106545,32,16022.723
"941","ito","Itonama",-12.83333333,-64.33333333,"Itonama","South America","BOL",0,23.3,2256,3245,1146,50.55294009,75,8558.070978
"945","ivv","Ivatan",20.5,122,"Austronesian","Papunesia","PHL",0,35,2570,4253,2348,26.96448335,23,12480.37132
"946","ivv","Ivatan (Southern)",20.33333333,121.8333333,"Austronesian","Papunesia","PHL",0,35,2570,4253,2348,26.96448335,23,12456.12834
"954","bod","Jad",30.83333333,79,"Sino-Tibetan","Eurasia","IND",6,29.2,2459,4324,1083,23.77311911,38,9602.748992
"958","jqr","Jaqaru",-13,-76,"Aymaran","South America","PER",0,34.6,2700,3027,1738,57.79140625,81,9607.742811
"959","jar","Jarawa (in Nigeria)",9.5,10.5,"Niger-Congo","Africa","NGA",0,22.2,2700,3741,1150,7.678118515,39,4902.201165
"960","jav","Javanese",-7,111,"Austronesian","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,92,9813.092997
"961","jbt","Jabutí",-12.25,-62.25,"Jabutí","South America","BRA",0,34.3,3263,312,1761,59.04878358,24,8401.514583
"962","jam","Jamaican Creole",18.16666667,-77.25,"other","North America","JAM",0,36.9,2746,1133,2051,30.95106187,33,11633.89296
"963","jeb","Jebero",-5.416666667,-76.5,"Cahuapanan","South America","PER",0,34.6,2700,3027,1738,57.79140625,44,10126.79599
"966","tow","Jemez",35.83333333,-107,"Kiowa-Tanoan","North America","USA",0,20.7,3682,2373,715,33.89972254,61,15102.64817
"967","jya","Jiarong",31.5,102,"Sino-Tibetan","Eurasia","CHN",0,25.7,3108,7829,645,22.18966958,57,11375.06441
"970","jiv","Jivaro",-2.5,-78,"Jivaroan","South America","ECU",0,37,2344,3056,2274,50.52295056,68,10446.9651
"972","jaa","Jamamadi",-7.5,-67,"Arauan","South America","BRA",0,34.3,3263,312,1761,59.04878358,50,9125.285615
"975","kac","Jingpho",25.41666667,97,"Sino-Tibetan","Eurasia","MMR",0,24.7,2571,4315,2091,44.4677528,30,10592.06422
"977","jpn","Japanese",37,140,"Japanese","Eurasia","JPN",2,28.3,2726,2864,1668,68.46061005,60,14801.25226
"978","jru","Japreria",10.5,-73,"Cariban","South America","VEN",0,33.6,2631,4603,2044,52.92557111,44,10790.01258
"979","jur","Juruna",-5,-54.5,"Tupian","South America","BRA",0,34.3,3263,312,1761,59.04878358,28,8126.45607
"981","nst","Jugli",27.5,96.33333333,"Sino-Tibetan","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,29,10671.756
"984","jua","Júma",-7.5,-64,"Tupian","South America","BRA",0,34.3,3263,312,1761,59.04878358,24,8848.762581
"985","jun","Juang",21.33333333,86,"Austro-Asiatic","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,65,9424.856665
"987","kpj","Karajá",-10,-50.33333333,"Macro-Ge","South America","BRA",0,34.3,3263,312,1761,59.04878358,24,7436.759212
"988","jaa","Jarawara",-7.5,-65.5,"Arauan","South America","BRA",0,34.3,3263,312,1761,59.04878358,50,8987.074436
"989","arr","Karó (Arára)",-10.33333333,-62,"Tupian","South America","BRA",2,34.3,3263,312,1761,59.04878358,52,8492.923582
"990","kbd","Kabardian",43.5,43.5,"Northwest Caucasian","Eurasia","RUS",0,18.7,3361,4996,460,49.76106545,112,8980.264471
"999","xbr","Kambera",-9.833333333,120.1666667,"Austronesian","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,29,10464.03389
"1005","kas","Kashmiri",34,76,"Indo-European","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,167,9648.82631
"1008","kgk","Kaiwá",-23,-55,"Tupian","South America","BRA",0,34.3,3263,312,1761,59.04878358,26,7135.680845
"1011","kam","Kamba",-1.5,38,"Niger-Congo","Africa","KEN",4,24.2,2206,3082,630,7.753803985,31,4141.804378
"1013","kab","Kabyle",36.5,5,"Afro-Asiatic","Africa","DZA",0,33.3,3296,4313,89,0.821248331,30,7956.23981
"1019","kbp","Kabiyé",9.666666667,1.166666667,"Niger-Congo","Africa","TGO",2,13.2,2454,3023,1168,3.456517742,94,5180.171785
"1021","kfc","Konda",19.5,83,"Dravidian","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,43,9054.373282
"1023","kbc","Kadiwéu",-20,-57,"Guaicuruan","South America","BRA",0,34.3,3263,312,1761,59.04878358,62,7477.410564
"1027","kbr","Kefa",7.25,36.25,"Afro-Asiatic","Africa","ETH",0,26.7,2131,5017,848,12.499,27,4950.363899
"1029","kek","K'ekchí",16,-89.83333333,"Mayan","North America","GTM",0,34.2,2419,3617,1996,33.03471445,26,12659.15981
"1031","ahg","Kemant",12.66666667,37.41666667,"Afro-Asiatic","Africa","ETH",4,26.7,2131,5017,848,12.499,39,5558.756984
"1033","xxk","Keo",-8.833333333,121.25,"Austronesian","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,30,10625.44331
"1034","ker","Kera",9.833333333,15.08333333,"Afro-Asiatic","Africa","TCD",0,12.8,2110,3845,322,3.871505718,30,4880.050611
"1035","ket","Ket",64,87,"Yeniseian","Eurasia","RUS",0,18.7,3361,4996,460,49.76106545,57,12417.63002
"1038","kir","Kirghiz (Fu-Yu)",47.75,124.4166667,"Altaic","Eurasia","CHN",0,25.7,3108,7829,645,22.18966958,66,13851.44226
"1043","kki","Kagulu",-6.333333333,37,"Niger-Congo","Africa","TZA",0,22.1,2208,3065,1071,51.99819372,31,3616.020708
"1045","ktg","Kalkatungu",-21,139.5,"Pama-Nyungan","Australia","AUS",0,21.2,3276,1546,534,16.23875662,23,11292.95383
"1047","kir","Kirghiz",42,75,"Altaic","Eurasia","KGZ",0,33.1,2817,3126,533,3.321167883,66,10226.05841
"1048","khk","Khalkha",47,105,"Altaic","Eurasia","MNG",0,14.3,2510,2905,241,8.080022658,68,12456.18232
"1054","khm","Khmer",12.5,105,"Austro-Asiatic","Eurasia","KHM",0,25.6,2477,459,1904,53.57466576,84,10472.59827
"1056","naq","Khoekhoe",-25.5,18,"Khoe-Kwadi","Africa","NAM",6,21.6,2171,2024,285,8.404086045,74,938.0333427
"1057","khr","Kharia",22.5,84.33333333,"Austro-Asiatic","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,169,9376.593504
"1058","kha","Khasi",25.5,92,"Austro-Asiatic","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,97,10192.45631
"1065","kik","Kikuyu",-0.75,36.75,"Niger-Congo","Africa","KEN",0,24.2,2206,3082,630,7.753803985,32,4154.687339
"1067","kig","Kimaghama",-8,138.5,"Kolopom","Papunesia","IDN",4,35.7,2777,3968,2702,50.23819118,44,12181.75897
"1068","kin","Kinyarwanda",-2,30,"Niger-Congo","Africa","RWA",0,19.6,2228,529,1212,19.45683016,49,3749.406028
"1069","kio","Kiowa",37,-99,"Kiowa-Tanoan","North America","USA",0,20.7,3682,2373,715,33.89972254,42,14445.77273
"1071","cme","Kirma",10.25,-4.833333333,"Niger-Congo","Africa","BFA",4,17.9,2720,2333,748,19.55409357,46,5494.018413
"1072","kqs","Kisi",8.833333333,-10.16666667,"Niger-Congo","Africa","GIN",0,15.9,2566,319,1651,25.89939769,42,5632.270443
"1076","coe","Koreguaje",1,-75.5,"Tucanoan","South America","COL",0,40.7,2804,4103,3240,52.72802163,30,10434.88985
"1077","kmr","Kurmanji",38,42,"Indo-European","Eurasia","TUR",0,26.4,3706,535,593,15.22159999,47,8362.948023
"1078","kjn","Kunjen",-16.5,142.5,"Pama-Nyungan","Australia","AUS",0,21.2,3276,1546,534,16.23875662,28,11867.52343
"1080","kqy","Koorete",5.833333333,37.83333333,"Afro-Asiatic","Africa","ETH",0,26.7,2131,5017,848,12.499,61,4871.200714
"1081","xon","Konkomba",10,0.083333333,"Niger-Congo","Africa","GHA",11,21.4,3016,1841,1187,41.03454338,80,5256.172985
"1083","knn","Konkani",15.25,74,"Indo-European","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,82,8030.375581
"1084","knk","Koranko",9.333333333,-11.25,"Mande","Africa","GIN",0,15.9,2566,319,1651,25.89939769,54,5741.549524
"1086","kui","Kuikúro",-12.41666667,-53.08333333,"Cariban","South America","BRA",0,34.3,3263,312,1761,59.04878358,26,7546.906388
"1089","kfq","Korku",22.5,78.5,"Austro-Asiatic","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,37,8929.489943
"1094","klu","Klao",4.75,-8.75,"Niger-Congo","Africa","LBR",0,22.2,2204,3033,2391,43.38662791,27,5162.741889
"1095","hbb","Kilba",10.33333333,13.16666667,"Afro-Asiatic","Africa","NGA",2,22.2,2700,3741,1150,7.678118515,31,4954.156614
"1096","kle","Kulung",27.5,87,"Sino-Tibetan","Eurasia","NPL",0,30.5,2673,3205,1500,25.3644925,43,9939.738467
"1099","xuo","Koh (Lakka)",8,15.5,"Niger-Congo","Africa","CMR",3,16.7,2671,4092,1604,39.80453132,56,4673.535506
"1101","kla","Klamath",42.5,-121.5,"Penutian","North America","USA",0,20.7,3682,2373,715,33.89972254,37,16427.58709
"1110","mwp","Kala Lagaw Ya",-10.11666667,142.1166667,"Pama-Nyungan","Papunesia","AUS",0,21.2,3276,1546,534,16.23875662,24,12324.30924
"1111","kck","Kalanga",-20.5,27.5,"Niger-Congo","Africa","ZWE",4,22.1,2110,4053,657,36.35000646,71,1740.393073
"1112","kay","Kamaiurá",-12.08333333,-52.58333333,"Tupian","South America","BRA",0,34.3,3263,312,1761,59.04878358,26,7520.344487
"1116","kdj","Karimojong",3,34.16666667,"Eastern Sudanic","Africa","UGA",6,19.4,2130,3677,1180,10.35806902,66,4426.411415
"1127","ktn","Karitiâna",-9.5,-64,"Tupian","South America","BRA",0,34.3,3263,312,1761,59.04878358,56,8727.343001
"1130","kan","Kannada",14,76,"Dravidian","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,47,8091.125712
"1131","kgp","Kaingang",-26,-52,"Macro-Ge","South America","BRA",0,34.3,3263,312,1761,59.04878358,43,6713.875355
"1132","kma","Konni",10.25,-1.583333333,"Niger-Congo","Africa","GHA",0,21.4,3016,1841,1187,41.03454338,49,5349.288522
"1133","kna","Kanakuru",10,12,"Afro-Asiatic","Africa","NGA",0,22.2,2700,3741,1150,7.678118515,35,4932.75603
"1134","kun","Kunama",14.5,37,"Kunama","Africa","ETH",0,26.7,2131,5017,848,12.499,26,5734.613737
"1135","kfk","Kinnauri",31.5,78,"Sino-Tibetan","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,46,9585.565493
"1139","knc","Kanuri",12,13,"Saharan","Africa","NGA",4,22.2,2700,3741,1150,7.678118515,89,5140.41848
"1143","cku","Koasati",34.83333333,-85.16666667,"Muskogean","North America","USA",4,20.7,3682,2373,715,33.89972254,25,13192.86936
"1145","kfa","Kodava",12.16666667,76.83333333,"Dravidian","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,52,8020.179741
"1147","bcs","Kohumono",6,8.116666667,"Niger-Congo","Africa","NGA",0,22.2,2700,3741,1150,7.678118515,38,4571.529829
"1149","trp","Kokborok",24.33333333,92.5,"Sino-Tibetan","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,34,10154.31842
"1150","kfb","Kolami",20,78.5,"Dravidian","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,34,8739.91749
"1151","xom","Komo",8.75,33.75,"Koman","Africa","ETH",0,26.7,2131,5017,848,12.499,59,5014.934989
"1155","kor","Korean",37.5,128,"Korean","Eurasia","KOR",0,24.8,3334,2351,1274,63.43865408,72,13801.20617
"1157","kfe","Kota",11.5,77.16666667,"Dravidian","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,103,7997.689403
"1158","bkm","Kom",6.25,10.33333333,"Niger-Congo","Africa","CMR",7,16.7,2671,4092,1604,39.80453132,75,4549.190115
"1160","kff","Koya",17.5,81.33333333,"Dravidian","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,55,8775.802895
"1161","kpk","Kpan",7.583333333,10.16666667,"Niger-Congo","Africa","NGA",0,22.2,2700,3741,1150,7.678118515,34,4698.405552
"1162","xpe","Kpelle",7,-10,"Mande","Africa","LBR",6,22.2,2204,3033,2391,43.38662791,128,5448.378937
"1163","pam","Kapampangan",15.33333333,120.5,"Austronesian","Papunesia","PHL",0,35,2570,4253,2348,26.96448335,22,12052.95793
"1167","kqq","Krenak",-15.5,-41,"Macro-Ge","South America","BRA",0,34.3,3263,312,1761,59.04878358,35,6254.264309
"1174","sna","Karanga",-20,31,"Niger-Congo","Africa","ZWE",0,22.1,2110,4053,657,36.35000646,42,1984.606399
"1175","xra","Krahô",-8,-48,"Macro-Ge","South America","BRA",0,34.3,3263,312,1761,59.04878358,46,7344.052505
"1176","kzw","Kipea",-10,-37,"Kariri","South America","BRA",0,34.3,3263,312,1761,59.04878358,21,6217.633916
"1177","gbd","Karadjeri",-19,122,"Pama-Nyungan","Australia","AUS",0,21.2,3276,1546,534,16.23875662,20,10026.37357
"1178","kyh","Karok",41.66666667,-123,"Karok","North America","USA",3,20.7,3682,2373,715,33.89972254,68,16554.16492
"1187","kpy","Koryak",61,167,"Chukotko-Kamchatkan","Eurasia","RUS",0,18.7,3361,4996,460,49.76106545,21,16266.7126
"1190","ses","Koyraboro Senni",16,0,"Songhay","Africa","NER",0,16.8,2547,274,151,0.901555222,109,5886.49145
"1191","ksw","Karen (Sgaw)",18,97,"Sino-Tibetan","Eurasia","MMR",3,24.7,2571,4315,2091,44.4677528,75,10113.68451
"1195","xsm","Kasem",11.25,-1.25,"Niger-Congo","Africa","BFA",5,17.9,2720,2333,748,19.55409357,85,5438.65319
"1202","ktu","Kituba",-5,17.5,"other","Africa","COD",2,18.8,NA,516,1543,67.3024415,22,3218.769523
"1204","kcv","Kete",-7,22.83333333,"Niger-Congo","Africa","COD",4,18.8,NA,516,1543,67.3024415,25,3029.022394
"1214","kca","Khanty",65,65,"Uralic","Eurasia","RUS",0,18.7,3361,4996,460,49.76106545,95,11718.43119
"1216","cmn","Kunming",25,102.75,"Sino-Tibetan","Eurasia","CHN",8,25.7,3108,7829,645,22.18966958,124,11044.5698
